NUM_CAS,ADREÇA,NUMERO,ESCALA,PIS,PORTA,CODI_POSTAL,POBLACIO,COMARCA,NOM_PROVINCIA,CODI_POBLACIO,CODI_COMARCA,CODI_PROVINCIA,REFERENCIA CADASTRAL,ZONA CLIMATICA,METRES_CADASTRE,ANY_CONSTRUCCIO,US_EDIFICI,Qualificació de consum d'energia primaria no renovable,Energia primària no renovable,Qualificacio d'emissions de CO2,Emissions de CO2,Consum d'energia final,Cost anual aproximat d'energia per habitatge,VEHICLE ELECTRIC,SOLAR TERMICA,SOLAR FOTOVOLTAICA,SISTEMA BIOMASSA,XARXA DISTRICTE,ENERGIA GEOTERMICA,INFORME_INS_TECNICA_EDIFICI,Eina de certificacio,VALOR AILLAMENTS,VALOR FINESTRES,Motiu de la certificacio,VALOR AILLAMENTS CTE,VALOR FINESTRES CTE,UTM_X,UTM_Y,Normativa construcció,Tipus Tramit,TIPUS_TERCIARI,Qualificació emissions calefacció,Emissions calefacció,Qualificació emissions refrigeració,Emissions refrigeració,Qualificació emissions ACS,Emissions ACS,Qualificació emissions enllumenament,Emissions enllumenament,Qualificació energia calefacció,Energia calefacció,Qualificació energia refrigeració,Energia refrigeració,Qualificació energia ACS,Energia ACS,Qualificació energia enllumenament,Energia enllumenament,Qualificació energia calefacció demanda,Energia calefacció demanda,Qualificació energia refrigeració demanda,Energia refrigeració demanda,VENTILACIO US RESIDENCIAL,LONGITUD,LATITUD,GEOREFERÈNCIA,REHABILITACIO_ENERGETICA,ACTUACIONS_REHABILITACIO,DATA_ENTRADA,LIMADM_MUNICIPI,LIMADM COMARCA
X8KQV1T7B,Avenida Verge Montserrat,269,,2,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3651404DF2735B0144TY,C2,76,,Vivienda individual en bloque de viviendas,E,110.21,D,22.83,88.68,5.96,NO,NO,NO,NO,NO,NO,,CE3X,0.72,3.99,Compra o Venta,0.49,2.1,423560.39,4574994.02,NRE-AT-87,Edificis existents,,D,13.73,D,2.03,G,7.07,,0,D,64.81,E,11.99,G,33.41,,0,D,42.05,D,8.45,,2.086637642913124,41.3227979279494,POINT (2.086637642913 41.322797927949),NO,,04/10/2022,503,31
982L6K0JG,Carrer Les Palmeres,6,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4545717DF2744F0001PK,C2,68,,Habitatge unifamiliar,D,90.01,E,26.46,758.21,20.61,NO,NO,NO,SI,NO,NO,,CE3X,2.03,5.55,Lloguer,0.49,2.1,424466.95,4574325.55,Abans de 1979,Edificis existents,,D,12.73,B,0.95,G,12.78,,0,B,24.05,C,5.58,G,60.37,,0,G,227.1,C,5.72,,2.097551722701483,41.316862716876095,POINT (2.097551722701 41.316862716876),NO,,13/10/2020,503,31
6V55PRGFN,Avinguda Virgen de Montserrat,181,,3,D,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4053103DF2745C0014IK,C2,62.56,,Habitatge individual en bloc d'habitatges,E,190.58,E,40.29,159.62,608.71,NO,NO,NO,NO,NO,NO,,CE3X,2.38,4.92,Compravenda,0.49,2.1,423894.63,4575133.04,Abans de 1979,Edificis existents,,E,31.48,A,0.27,G,8.54,,0,E,148.64,A,1.62,G,40.32,,0,E,96.43,A,1.66,0.82,2.090613521317716,41.324081645149654,POINT (2.090613521318 41.32408164515),NO,,13/06/2018,503,31
C164GBZR6,Avinguda Doctor Gallart i Mones,24,A,4,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4052705DF2745A0018ER,C2,68,,Habitatge individual en bloc d'habitatges,E,145.68,E,30.51,119.8,7.64,NO,NO,NO,NO,NO,NO,,CE3X,2.38,4.93,Lloguer,0.49,2.1,423995.46,4575035.92,Abans de 1979,Edificis existents,,E,18.63,C,1.35,G,10.53,,0,E,87.96,D,7.99,G,49.73,,0,E,68.01,D,8.17,,2.091830343917119,41.32321643655086,POINT (2.091830343917 41.323216436551),NO,,05/07/2021,503,31
GZT302XJT,Calle Emporda,39,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3957211DF2735H0001TE,C2,88,,Terciario,D,246.67,C,49,182.18,14.85,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Alquiler,0.49,2.1,423773.04,4575548.9,NBE-CT-79,Edificis existents,Local,C,36.06,C,2.98,D,3.37,G,6.59,D,170.27,C,17.59,D,19.9,G,38.92,E,131.63,C,18,,2.08910864807708,41.32781563705762,POINT (2.089108648077 41.327815637058),NO,,15/02/2022,503,31
2Z4LFD7D5,Carrer JAUME CASANOVAS,22,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4159220DF2745G0001IZ,C2,182.31,,Habitatge unifamiliar,E,149.03,E,37.06,55.72,1610.83,,NO,NO,NO,,NO,,CE3X,1.69,4.6,Compra o Venda,0.49,2.1,424080.48,4575750.24,NBE-CT-79,Edificis existents,,,,,,,,,,,,,,,,,,,,,,0.63,2.092756872190592,41.3296580383715,POINT (2.092756872191 41.329658038372),,,12/05/2015,503,31
PXVGCPJHX,Plaça CATALUNYA,25,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4152404DF2745C0004OA,C2,70,,Habitatge individual en bloc d'habitatges,E,146.57,E,37.14,24.68,104.43,,NO,NO,NO,,NO,,CE3X,2.38,5.7,Compra o Venda,0.49,2.1,424059.42,4575055.3,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,0.63,2.092592081256835,41.323397011615086,POINT (2.092592081257 41.323397011615),,,22/07/2015,503,31
Y59VDKM4X,Calle Barcelona,89,,AT,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4555732DF2745F0012LB,C2,73,,Vivienda individual en bloque de viviendas,G,264.7,F,55.64,219.21,13.75,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.7,Compra o Venta,0.49,2.1,424501.84,4575259.77,Abans de 1979,Edificis existents,,F,42.86,C,1.67,G,11.11,,0,F,202.4,D,9.84,G,52.46,,0,G,156.48,D,10.07,,2.097852491243358,41.325280145464866,POINT (2.097852491243 41.325280145465),NO,,25/11/2020,503,31
4W4M74HP8,Carrer ESTANY DE LA MURTRA,1,,5º,1ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4051701DF2745A0269RM,C2,73,,Habitatge individual en bloc d'habitatges,F,228.74,E,48.06,189.29,11.89,NO,NO,NO,NO,NO,NO,,CE3X,1.86,5.7,Compravenda,0.49,2.1,424014.86,4574898.31,Abans de 1979,Edificis existents,,E,33.5,C,1.51,G,13.05,,0,E,158.21,D,8.91,G,61.62,,0,G,122.31,D,9.12,,2.092079328318306,41.321978867041814,POINT (2.092079328318 41.321978867042),NO,,16/01/2024,503,31
B1P75JGFT,Calle Rosa Ribas i Parellada,56,,0,4,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3852503DF2735D0004RH,C2,42,,Terciario,D,195.67,D,33.15,100.14,666.94,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Alquiler,0.49,2.1,423765.31,4575092.06,NRE-AT-87,Edificis existents,Local,E,20.77,D,3.4,,0,B,8.98,G,122.61,D,20.06,,0,B,53.01,G,88.66,D,18.57,,2.089073598372702,41.3237003368034,POINT (2.089073598373 41.323700336803),NO,,27/06/2018,503,31
2QFQN280W,Calle Penedès,87,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4055920DF2745E0001QE,C2,989.78,,Terciario,D,242.33,D,48.85,184.51,13933.34,NO,NO,NO,NO,NO,NO,,CE3X,1.8,4.11,Edificio existente de la administración pública,0.49,2.1,423954.24,4575319.55,NBE-CT-79,Edificis existents,Otros,D,31.03,B,1.69,D,8.26,B,6.14,E,146.9,B,10,D,39.03,B,36.26,G,118.12,C,10.24,1.09,2.091302379277713,41.32576709003718,POINT (2.091302379278 41.325767090037),NO,,18/04/2018,503,31
7HKDWJBW7,Carrer ENRIC BORRAS,53,,3r,A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4660626DF2746B,C2,45,,Habitatge individual en bloc d'habitatges,G,229.39,G,59.17,22.63,61.56,,NO,NO,NO,,NO,,CE3X,2.38,5.22,Compra o Venda,0.49,2.1,424558.32,4575874.94,Abans de 1979,Edificis existents,,B,15.21,D,15.3,D,1.72,F,39.15,C,89.77,D,90.33,D,10.14,F,231.09,D,61.15,C,55.47,0.63,2.098450926486241,41.33082602735839,POINT (2.098450926486 41.330826027358),,,13/11/2015,503,31
NS9HX41T2,Carrer CENTRE,58,,AT,1ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4358812DF2745G0013ZU,C2,89.3,,Habitatge individual en bloc d'habitatges,G,309.4,G,65.17,257.29,1425.72,NO,NO,NO,NO,NO,NO,,CE3X,2.09,5.08,Compravenda,0.49,2.1,424298.86,4575670.7,Abans de 1979,Edificis existents,,F,47.83,C,1.39,G,15.95,,0,G,225.85,D,8.23,G,75.32,,0,G,146.52,D,8.43,0.97,2.095376125073152,41.32896219297918,POINT (2.095376125073 41.328962192979),NO,,29/11/2017,503,31
6B0S0H7BB,Carrer RIU ANOIA,71,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3444304DF2734C0011HJ,C2,104,,Habitatge individual en bloc d'habitatges,E,152.17,E,26.59,84.16,1224.03,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Compravenda,0.49,2.1,423398.26,4574231.49,NBE-CT-79,Edificis existents,,E,21.69,B,0.85,D,4.05,,0,E,128.06,C,5,E,19.11,,0,E,94.17,B,3.53,0.8,2.084796707851114,41.31591474763775,POINT (2.084796707851 41.315914747638),NO,,14/02/2018,503,31
B7DQ3H3FR,Carrer Tossa de mar,2,,0,3A,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4549701DF2744H0068IH,C2,75,,Terciari,C,164.8,C,33.4,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424500.86,4574753.67,NRE-AT-87,Edificis existents,Local,A,2.08,A,1.21,G,17.75,A,0.7,A,9.81,A,7.16,G,104.81,A,4.16,G,89.05,A,7.33,,2.097903651236079,41.320721806642595,POINT (2.097903651236 41.320721806643),,,11/02/2016,503,31
31WCHFS67,Avinguda Apel·les Mestres,21,,Bxs,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4055206DF2745E0001HE,C2,56,,Habitatge individual en bloc d'habitatges,F,230.28,E,48.63,192.04,13.32,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.28,Compravenda,0.49,2.1,423898.56,4575397.2,Abans de 1979,Edificis existents,,E,33.18,A,0.48,G,14.97,,0,E,156.7,B,2.81,G,70.76,,0,G,121.15,B,2.88,,2.090627395300592,41.3264611974347,POINT (2.090627395301 41.326461197435),NO,,01/02/2021,503,31
CNFYD2789,Carrer Catalunya,73,,1,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4654816DF2745C0002TO,C2,94,,Habitatge individual en bloc d'habitatges,E,156.67,E,32.98,130.12,8.1,NO,NO,NO,NO,NO,NO,,CE3X,0.81,3.78,Compravenda,0.49,2.1,424533.92,4575179.75,NBE-CT-79,Edificis existents,,E,28.81,B,0.79,D,3.38,,0,E,136.05,C,4.67,D,15.95,,0,E,70.65,C,4.14,,2.098245715004247,41.32456244013562,POINT (2.098245715004 41.324562440136),NO,,25/10/2023,503,31
ZF0K9RTKB,Carrer PABLO NERUDA,48,,00,1C,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5154102DF2755C0030LO,C2,34,,Terciari,D,161.87,C,34.28,136.03,8.22,NO,NO,NO,,NO,NO,,CE3X,2.38,5.7,Lloguer,0.49,2.1,424975.68,4575219.4,Abans de 1979,Edificis existents,Local,C,34.28,A,0,,0,,0,D,161.87,A,0,,0,,0,E,125.14,A,0,,2.103518848134544,41.32496078474458,POINT (2.103518848135 41.324960784745),NO,,27/09/2023,503,31
36653JP2,Calle Carretera marina,66,,5,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4754606DF2745D0063GG,C2,55,,Vivienda individual en bloque de viviendas,E,170.55,E,30.84,102.38,12.45,NO,NO,NO,NO,NO,NO,,CE3X,1.95,5.1,Compra o Venta,0.49,2.1,424756.99,4575282.65,Abans de 1979,Edificis existents,,E,19.68,C,1.43,G,9.73,,0,E,116.17,D,8.45,G,45.93,,0,E,85.43,C,5.96,,2.100898152736494,41.32551007171985,POINT (2.100898152736 41.32551007172),NO,,28/05/2021,503,31
4DG63TN1R,Carrer BEGUES,9,-,AT,-,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4760415DF2746B0007GX,C2,89,,Habitatge individual en bloc d'habitatges,E,167.46,F,43.1,29.44,4.67,,NO,NO,NO,,NO,,CE3X,2.38,5.22,Lloguer,0.49,2.1,424624.44,4575856.45,Abans de 1979,Edificis existents,,E,25.75,A,0.45,F,4.96,,0,E,121.61,B,2.68,G,23.43,,0,E,94.02,B,2.74,,2.099243279227122,41.33066568134275,POINT (2.099243279227 41.330665681343),,,18/12/2014,503,31
6RJB0X5VP,Calle Centre,5,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5075008DF3857C0008QQ,C2,155,,Vivienda unifamiliar,E,181.05,E,36.71,17.29,2.74,NO,NO,NO,NO,NO,NO,,CE3X,1.69,4.05,Certificación voluntaria,0.49,2.1,434925.12,4587279.32,Abans de 1979,Edificis existents,,E,30.17,A,0.81,E,5.72,,0,E,142.48,B,4.78,G,33.79,,0,E,110.15,B,4.89,,2.221100460698104,41.43444673664943,POINT (2.221100460698 41.434446736649),NO,,23/11/2021,531,29
6870QTQKG,Avenida Verge de Montserrat,44,,ba,F,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4657915DF2745F0006LJ,C2,49,,Vivienda individual en bloque de viviendas,G,270.93,F,53.47,197.39,794.84,NO,NO,NO,NO,NO,NO,,CE3X,2.38,5.39,Compra o Venta,0.49,2.1,424579.77,4575498.51,Abans de 1979,Edificis existents,,E,37.86,B,0.57,G,15.04,,0,E,178.78,B,3.34,G,88.81,,0,G,138.21,B,3.42,0.83,2.098753956100889,41.327437678127176,POINT (2.098753956101 41.327437678127),NO,,21/12/2018,503,31
25NLGSJMT,Avenida Verge de Montserrat,17,,0,6,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,5057801DF2755E0006MS,C2,25,,Terciario,D,161.19,C,27.3,82.49,13.08,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Alquiler,0.49,2.1,424865.87,4575599.39,NBE-CT-79,Edificis existents,Local,C,24.32,,0,,0,G,2.98,D,143.57,,0,,0,G,17.61,E,103.82,,0,,2.10215987631872,41.328372982928954,POINT (2.102159876319 41.328372982929),NO,,05/06/2020,503,31
0BF31C38L,Carrer Pau Casals,106,,at,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4657902DF2745F0025AU,C2,58,,Habitatge individual en bloc d'habitatges,F,243.5,G,51.4,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424503.62,4575547.47,Abans de 1979,Edificis existents,,,,,,,,,,,,,,,,,,,,,,,2.097838014529152,41.32787151321237,POINT (2.097838014529 41.327871513212),,,17/04/2016,503,31
H1Q3X7MHK,Carrer RUBEN DARIO,5,,1º,1ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4856513DF2745F0009DB,C2,88,,Habitatge individual en bloc d'habitatges,G,280.36,F,55.99,209.42,16.66,NO,NO,NO,NO,NO,NO,,CE3X,1.91,4.23,Lloguer,0.49,2.1,424820.25,4575371.27,NRE-AT-87,Edificis existents,,E,33.5,B,0.77,G,21.72,,0,E,173.24,C,4.57,G,102.55,,0,G,126.07,B,3.76,,2.101643013171778,41.32631414017232,POINT (2.101643013172 41.326314140172),NO,,14/10/2022,503,31
965HJ1W1L,Avinguda Onze de Setembre,257,,4,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4951707DF2745B0010TT,C2,76,,Vivienda individual en bloque de viviendas,E,135.79,E,28.51,112.19,7.07,NO,NO,NO,NO,NO,NO,,CE3X,0.69,3.66,Compra o Venta,0.49,2.1,424831.63,4574856.46,NRE-AT-87,Edificis existents,,E,18.07,B,0.99,G,9.45,,0,E,85.34,C,5.82,G,44.63,,0,E,65.97,C,4.1,,2.101842655842836,41.321678502532286,POINT (2.101842655843 41.321678502532),NO,,16/09/2019,503,31
MK0B8ZNDR,Carrer Ignasi Iglesias,217,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4863210DF2746D0001OA,C2,1283.26,,Terciari,B,112.9,C,20.8,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424740.69,4576134.4,CTE 2006,Edificis existents,Altres,G,55.59,C,1.08,G,6.09,,0,G,262.52,C,6.36,G,28.75,,0,G,170.3,C,6.15,,2.100597898056872,41.333179930524004,POINT (2.100597898057 41.333179930524),,,09/02/2016,503,31
1B2BYNY08,Carrer FERRAN PUIG,84,,,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4257225DF2745G0001SZ,C2,127.66,,Habitatge unifamiliar,G,302.28,F,51.2,154.7,3131.64,NO,NO,NO,NO,NO,NO,,CE3X,1.69,3.08,Compravenda,0.49,2.1,424222.01,4575554.04,Abans de 1979,Edificis existents,,E,37.97,C,1.56,G,11.67,,0,G,224.14,D,9.23,G,68.91,,0,G,164.84,C,6.5,0.63,2.094472431581009,41.32790426237295,POINT (2.094472431581 41.327904262373),NO,,28/02/2018,503,31
JKR7ZK64W,Calle Riu Llobregat,28,,4,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3444301DF2734C0041PG,C2,72,,Vivienda individual en bloque de viviendas,G,267.89,F,56.5,223.32,13.77,NO,NO,NO,NO,NO,NO,,CE3X,1.81,4.54,Compra o Venta,0.49,2.1,423321.56,4574329.98,NBE-CT-79,Edificis existents,,G,48.15,B,0.93,G,7.42,,0,G,227.37,C,5.47,G,35.05,,0,G,147.51,C,5.21,,2.083868021264203,41.31679451724436,POINT (2.083868021264 41.316794517244),NO,,15/02/2024,503,31
5SCWZN2HB,Carretera de la Marina,71,,Àt,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4953602DF2755C0025QU,C2,103,,Habitatge individual en bloc d'habitatges,E,191.12,E,37.36,136.43,11.94,NO,NO,NO,NO,NO,NO,,CE3X,1.97,4.22,Lloguer,0.49,2.1,424877.85,4575134.66,Abans de 1979,Edificis existents,,E,25.54,C,1.67,G,10.14,,0,E,133.34,D,9.88,G,47.9,,0,F,100.68,D,8.36,,2.102360469512625,41.32418845331687,POINT (2.102360469513 41.324188453317),NO,,11/07/2023,503,31
1N606V69D,Avenida Pare Andreu Palma,14,,0,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4959305DF2745H0001TU,C2,45,,Terciario,E,479.95,E,81.3,245.62,1752.68,NO,NO,NO,NO,NO,NO,,CE3X,1.69,5.7,Alquiler,0.49,2.1,424865.99,4575764.45,Abans de 1979,Edificis existents,Local,D,37.47,G,25.57,,0,C,18.27,F,221.18,G,150.92,,0,C,107.84,G,157.23,G,122.35,,2.102140898864912,41.32985962588548,POINT (2.102140898865 41.329859625885),NO,,09/04/2018,503,31
NPMZMCCY5,Avenida Apel·les Mestres,51,,1,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3855702DF2735F0004KA,C2,66,,Vivienda individual en bloque de viviendas,F,230.3,E,48.64,192.53,11.79,NO,NO,NO,NO,NO,NO,,CE3X,2.05,4.61,Alquiler,0.49,2.1,423785.76,4575360.5,Abans de 1979,Edificis existents,,E,40.09,B,0.51,G,8.04,,0,F,189.3,B,3.03,G,37.97,,0,G,122.81,B,3.1,,2.089284260036632,41.32611999905783,POINT (2.089284260037 41.326119999058),NO,,11/10/2022,503,31
TQ5FQL89Y,Carrer Lleida,116,,3,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4652804DF2745D0015HT,C2,66,,Habitatge individual en bloc d'habitatges,D,95.77,D,17.6,53.92,7.51,NO,NO,NO,NO,NO,NO,,CE3X,1.95,5.46,Compravenda,0.49,2.1,424541.67,4575042.81,Abans de 1979,Edificis existents,,D,12.7,C,1.05,D,3.85,,0,D,74.99,C,6.17,D,14.61,,0,E,67.66,C,5.44,,2.098355312407372,41.323329799974864,POINT (2.098355312407 41.323329799975),NO,,25/08/2021,503,31
DZ2C53BY9,Avinguda VERGE DE MONTSERRAT,228,,3,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3753201DF2735D0234FB,C2,80.28,,Habitatge individual en bloc d'habitatges,E,158.81,E,40.71,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Altres (cap de les anteriores opcions),0.49,2.1,423618.64,4575138.86,Abans de 1979,Edificis existents,,E,24.97,A,0.33,F,5.31,,0,E,117.91,A,1.95,G,25.08,,0,E,60.44,A,2,,2.087315373397045,41.32410796256447,POINT (2.087315373397 41.324107962564),,,22/09/2015,503,31
SYDKN0PDC,Carrer Lo Gaiter del Llobregat,9,,Bx,,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4358821DF2745G0001BZ,C2,118.56,,Terciari,D,344.61,D,61.03,129.9,3256.56,,NO,NO,NO,,NO,,CE3X,1.69,5.7,Sol·licitud d'ajuts,0.49,2.1,424279.46,4575592.57,NBE-CT-79,Edificis existents,Altres,F,11.52,C,7.05,D,1.77,D,40.69,G,54.38,C,41.64,C,8.37,D,240.21,G,42.04,C,42.62,,2.095154060701959,41.328256685296246,POINT (2.095154060702 41.328256685296),,,18/02/2017,503,31
Y14T3K3BZ,Carrer TARRAGONA,53,,01,01,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4751404DF2745B0034MM,C2,62.7,,Habitatge individual en bloc d'habitatges,E,178.2,E,36.7,51.69,265.07,,NO,NO,NO,,NO,,CE3X,1.1,4.14,Informe d'avaluació de l'Edifici (IEE),0.49,2.1,424701.13,4574946.76,NBE-CT-79,Edificis existents,,,,,,,,,,,,,,,,,,,,,,0.63,2.100272359737773,41.322479623207144,POINT (2.100272359738 41.322479623207),,,22/01/2016,503,31
BPPP8FC4J,Avinguda Pompeu Fabra,65,A,5º,3ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,3650701DF2735B0038WM,C2,89.47,,Habitatge individual en bloc d'habitatges,E,208.37,E,37.29,122.07,1385.26,,NO,NO,NO,,NO,,CE3X,2.07,5.62,Compra o Venda,0.49,2.1,423578.43,4574834.45,NBE-CT-79,Edificis existents,,E,25,D,2.34,G,9.95,,0,E,147.58,F,13.81,G,46.98,,0,F,108.53,D,9.73,0.63,2.086873236563986,41.32136245699363,POINT (2.086873236564 41.321362456994),,,26/04/2017,503,31
36YM3L3L6,Carrer Tortosa,43,,At,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4249317DF2744G0014WF,C2,63,,Habitatge individual en bloc d'habitatges,G,255.73,F,53.73,211.61,13.29,NO,NO,NO,NO,NO,NO,,CE3X,2.22,5.7,Certificació voluntària,0.49,2.1,424078.42,4574770.33,Abans de 1979,Edificis existents,,F,41.18,C,1.7,G,10.86,,0,F,194.46,D,10.01,G,51.26,,0,G,126.16,D,7.05,,2.092854679528235,41.320832189632924,POINT (2.092854679528 41.320832189633),NO,,02/11/2022,503,31
NTJQWSLJF,Avinguda Verge de Montserrat,123,,6,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4354403DF2745C0050WL,C2,58,,Habitatge individual en bloc d'habitatges,F,215.5,E,45.4,179.27,11.12,NO,NO,NO,NO,NO,NO,,CE3X,2.38,2.93,Compravenda,0.49,2.1,424234.08,4575287.82,Abans de 1979,Edificis existents,,E,30,B,0.94,G,14.46,,0,E,141.67,C,5.55,G,68.28,,0,G,109.52,C,5.68,,2.09464984121601,41.325507660022936,POINT (2.094649841216 41.325507660023),NO,,23/04/2019,503,31
TYXMLPYP4,Carretera Bunyola,16,,Bx,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4751402DF2745B0088ZH,C2,71,,Terciari,E,390.74,E,97.64,165.36,1861.73,,NO,NO,NO,,NO,,CE3X,1.8,5.7,Lloguer,0.49,2.1,424673.55,4574989.88,NBE-CT-79,Edificis existents,Local,G,64.96,C,3.24,G,12.35,,0,G,306.75,D,19.11,G,66.31,,0,G,157.24,D,19.56,,2.099937507968109,41.322865412305816,POINT (2.099937507968 41.322865412306),,,17/10/2014,503,31
TNMXM7WJ6,Calle Caldetes,9,,4,2,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4652812DF2745D0020JU,C2,86,,Vivienda individual en bloque de viviendas,E,104.48,D,19.36,66.38,626.51,NO,NO,NO,NO,NO,NO,,CE3X,2.05,5.7,Compra o Venta,0.49,2.1,424527.7,4574977.89,Abans de 1979,Edificis existents,,C,10.17,B,0.87,G,8.32,,0,D,60.04,C,5.13,G,39.31,,0,D,44.15,B,3.62,0.83,2.098196467632607,41.322743782929535,POINT (2.098196467633 41.32274378293),NO,,01/02/2018,503,31
8MSWM970N,Carrer TOSSA DE MAR,19,,4º,2ª,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4549906DF2744H0016QW,C2,61.08,,Habitatge individual en bloc d'habitatges,E,202.37,E,41.24,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Compra o Venda,0.49,2.1,424474.04,4574753.36,Abans de 1979,Edificis existents,,E,30.17,B,0.66,G,10.4,,0,E,149.32,B,3.92,G,49.13,,0,E,85.36,B,3.54,,2.097583270905343,41.32071650277601,POINT (2.097583270905 41.320716502776),,,18/02/2017,503,31
X7CXH2154,Carrer Centre,62,F,1,3,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4358812DF2745G0017WA,C2,70.52,,Habitatge individual en bloc d'habitatges,E,107.2,D,22.4,87.37,402.2,,NO,NO,NO,,NO,,CE3X,1.87,5,Lloguer,0.49,2.1,424298.86,4575670.7,Abans de 1979,Edificis existents,,D,16.48,C,1.41,E,4.46,,0,D,77.83,D,8.33,F,21.08,,0,E,60.17,D,8.53,0.86,2.095376125073152,41.32896219297918,POINT (2.095376125073 41.328962192979),,,05/10/2016,503,31
VHCHQGR46,Carrer Gaiter,59,,2,1,08820,Prat de Llobregat (El),Baix Llobregat,Barcelona,08169,11,08,4559853DF2745H0064IY,C2,102.47,,Habitatge individual en bloc d'habitatges,C,47.85,C,10.3,0,0,,NO,NO,NO,,NO,,CE3X,0,0,Lloguer,0.49,2.1,424507.42,4575734.61,NBE-CT-79,Edificis existents,,E,38.12,A,0.24,G,7.84,,0,E,180,A,1.43,G,37.07,,0,F,139.16,A,1.46,,2.097860166507636,41.329557365056836,POINT (2.097860166508 41.329557365057),,,26/01/2015,503,31
